Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
N2 語彙 (文字・語彙・文法),破壊,はかい,hakai,"buzish, vayron qilish",,計画通りに破壊を進めていきます。 (Rejaga muvofiq buzishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),確認,かくにん,kakunin',tekshirib tasdiqlash,,確認についての詳しい説明を聞きました。 (tekshirib tasdiqlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),礼儀,れいぎ,reigi,"odob, xushmuomalalik",,礼儀についての詳しい説明を聞きました。 (odob haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),社会,しゃかい,shakai,jamiyat,,社会についての詳しい説明を聞きました。 (jamiyat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),神社,じんじゃ,jinja,sintoizm ibodatxonasi,,神社についての詳しい説明を聞きました。 (sintoizm ibodatxonasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),禁止事項,きんしじこう,kinshijikou,taqiqlangan narsalar,,禁止事項についての詳しい説明を聞きました。 (taqiqlangan narsalar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),科学,かがく,kagaku,fan (tabiiy),,科学についての詳しい説明を聞きました。 (fan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),積極的,せっきょくてき,sekkyokuteki,"faol, tashabbuskor",,積極的についての詳しい説明を聞きました。 (faol haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),移民,いみん,imin',"muhojir, immigrant",,移民についての詳しい説明を聞きました。 (muhojir haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),程度,ていど,teido,"daraja, me'yor",,程度についての詳しい説明を聞きました。 (daraja haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),積む,つむ,tsumu,"to'plamoq, terib qo'ymoq",,計画通りに積むを進めていきます。 (Rejaga muvofiq to'plamoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),空港,くうこう,kuukou,aeroport,,空港についての詳しい説明を聞きました。 (aeroport haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),突然,とつぜん,totsuzen',"to'satdan, birdan",,突然についての詳しい説明を聞きました。 (to'satdan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),競争,きょうそう,kyousou,raqobat,,競争についての詳しい説明を聞きました。 (raqobat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),笑顔,えがお,egao,tabassum,,笑顔についての詳しい説明を聞きました。 (tabassum haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),答案,とうあん,touan',javoblar varaqasi,,答案についての詳しい説明を聞きました。 (javoblar varaqasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),筋道,すじみち,sujimichi,"mantiqiy yo'l, ketma-ketlik",,筋道についての詳しい説明を聞きました。 (mantiqiy yo'l haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),管理,かんり,kanri,"boshqarish, nazorat",,管理についての詳しい説明を聞きました。 (boshqarish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),精一杯,せいいっぱい,seiippai,bor kuchi bilan,,精一杯についての詳しい説明を聞きました。 (bor kuchi bilan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),結果,けっか,kekka,natija,,結果についての詳しい説明を聞きました。 (natija haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),総額,そうがく,sougaku,umumiy summa,,総額についての詳しい説明を聞きました。 (umumiy summa haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),経済,けいざい,keizai,iqtisodiyot,,経済についての詳しい説明を聞きました。 (iqtisodiyot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),練習問題,れんしゅうもんだい,renshuumondai,mashq masalasi,,練習問題についての詳しい説明を聞きました。 (mashq masalasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),罪,つみ,tsumi,"jinoyat, ayb",,罪についての詳しい説明を聞きました。 (jinoyat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),美しい,うつくしい,utsukushii,"chiroyli, go'zal",,美しいについての詳しい説明を聞きました。 (chiroyli haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),義務,ぎむ,gimu,"majburiyat, burch",,義務についての詳しい説明を聞きました。 (majburiyat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),老人,ろうじん,roujin',"qariya, keksa kishi",,老人についての詳しい説明を聞きました。 (qariya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),背景,はいけい,haikei,"fon, zamin; sharoit",,背景についての詳しい説明を聞きました。 (fon haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),自信,じしん,jishin',o'ziga ishonch,,自信についての詳しい説明を聞きました。 (o'ziga ishonch haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),興味,きょうみ,kyoumi,qiziqish,,興味についての詳しい説明を聞きました。 (qiziqish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),苦手,にがて,nigate,"yoqtirmaydigan, qiyinlik qiladigan",,苦手についての詳しい説明を聞きました。 (yoqtirmaydigan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),英会話,えいかいわ,eikaiwa,ingliz tilida suhbat,,英会話についての詳しい説明を聞きました。 (ingliz tilida suhbat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),茶色,ちゃいろ,chairo,jigarrang,,茶色についての詳しい説明を聞きました。 (jigarrang haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),荷物,にもつ,nimotsu,"yuk, bagaj",,荷物についての詳しい説明を聞きました。 (yuk haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),獲得,かくとく,kakutoku,qo'lga kiritish,,獲得についての詳しい説明を聞きました。 (qo'lga kiritish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),発表会,はっぴょうかい,happyoukai,taqdimot tadbiri,,発表会についての詳しい説明を聞きました。 (taqdimot tadbiri haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),表情,ひょうじょう,hyoujou,yuz ifodasi,,表情についての詳しい説明を聞きました。 (yuz ifodasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),裁判,さいばん,saiban',"sud, sud jarayoni",,裁判についての詳しい説明を聞きました。 (sud haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),要旨,ようし,youshi,"asosiy mazmun, xulosa",,要旨についての詳しい説明を聞きました。 (asosiy mazmun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),要望,ようぼう,youbou,"talab, istak",,要望についての詳しい説明を聞きました。 (talab haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),見事,みごと,migoto,"ajoyib, zo'r",,その見事の環境はとても快適です。 (Ushbu ajoyibning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),調査,ちょうさ,chousa,"tadqiqot, tekshiruv",,調査についての詳しい説明を聞きました。 (tadqiqot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),説明,せつめい,setsumei,"tushuntirish, izoh",,説明についての詳しい説明を聞きました。 (tushuntirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),調整,ちょうせい,chousei,"moslash, tartibga solish",,社会の調整をしっかりと守ります。 (Jamiyatning moslashiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),象徴,しょうちょう,shouchou,"ramz, timsol",,象徴についての詳しい説明を聞きました。 (ramz haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),豪華,ごうか,gouka,"hashamatli, dabdabali",,豪華についての詳しい説明を聞きました。 (hashamatli haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),貝,かい,kai,"chig'anoq, qisqichbaqasimon",,貝についての詳しい説明を聞きました。 (chig'anoq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),貧しい,まずしい,mazushii,kambag'al,,貧しいについての詳しい説明を聞きました。 (kambag'al haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),貿易,ぼうえき,boueki,tashqi savdo,,貿易についての詳しい説明を聞きました。 (tashqi savdo haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),身分,みぶん,mibun',"ijtimoiy mavqe, holat",,身分についての詳しい説明を聞きました。 (ijtimoiy mavqe haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),軸,じく,jiku,"o'q, val",,軸についての詳しい説明を聞きました。 (o'q haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),道徳,どうとく,doutoku,"axloq, odob",,道徳についての詳しい説明を聞きました。 (axloq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),適切,てきせつ,tekisetsu,"mos, o'rinli",,適切についての詳しい説明を聞きました。 (mos haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),遺産,いさん,isan',meros,,遺産についての詳しい説明を聞きました。 (meros haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),都市,とし,toshi,shahar,,都市についての詳しい説明を聞きました。 (shahar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),重役,じゅうやく,juuyaku,"rahbariyat a'zosi, direktor",,重役についての詳しい説明を聞きました。 (rahbariyat a'zosi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),金額表示,きんがくひょうじ,kingakuhyouji,summani ko'rsatish,,金額表示についての詳しい説明を聞きました。 (summani ko'rsatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),鉄道,てつどう,tetsudou,temir yo'l,,鉄道についての詳しい説明を聞きました。 (temir yo'l haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),関連,かんれん,kanren',"aloqadorlik, bog'liqlik",,関連についての詳しい説明を聞きました。 (aloqadorlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),関心,かんしん,kanshin',"qiziqish, e'tibor",,関心についての詳しい説明を聞きました。 (qiziqish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),限る,かぎる,kagiru,"cheklanmoq, ... bilan chegaralanmoq",,計画通りに限るを進めていきます。 (Rejaga muvofiq cheklanmoqni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),难度,なんど,nando,qiyinlik darajasi,,难度についての詳しい説明を聞きました。 (qiyinlik darajasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),青年,せいねん,seinen',"yigit, yosh yigit",,青年についての詳しい説明を聞きました。 (yigit haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),静か,しずか,shizuka,"jim, sokin",,静かについての詳しい説明を聞きました。 (jim haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),面積,めんせき,menseki,"maydon, yuza",,その面積の環境はとても快適です。 (Ushbu maydonning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),順調,じゅんちょう,junchou,"yaxshi ketayotgan, ravon",,技術の順調によって生活が便利になりました。 (Texnologiyaning yaxshi ketayotgani tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),予測,よそく,yosoku,"oldindan aytish, prognoz",,予測についての詳しい説明を聞きました。 (oldindan aytish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),食料,しょくりょう,shokuryou,"oziq-ovqat, oziq",,食料についての詳しい説明を聞きました。 (oziq-ovqat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),駅前,えきまえ,ekimae,bekat oldi,,駅前についての詳しい説明を聞きました。 (bekat oldi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),高価,こうか,kouka,qimmat,,高価についての詳しい説明を聞きました。 (qimmat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),鮮やか,あざやか,azayaka,"yorqin, ravshan",,鮮やかについての詳しい説明を聞きました。 (yorqin haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),黄身,きみ,kimi,tuxum sarig'i,,黄身についての詳しい説明を聞きました。 (tuxum sarig'i haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),水滴,すいてき,suiteki,suv tomchisi,,水滴についての詳しい説明を聞きました。 (suv tomchisi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),水着,みずぎ,mizugi,cho'milish kiyimi,,水着についての詳しい説明を聞きました。 (cho'milish kiyimi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),水道,すいどう,suidou,"suv quvuri, suv ta'minoti",,水道についての詳しい説明を聞きました。 (suv quvuri haqida batafsil tushuntirish eshitdik.)
